road_type,num_lanes,curvature,speed_limit,lighting,weather,road_signs_present,public_road,time_of_day,holiday,school_season,num_reported_accidents,accident_risk
highway,1,0.23,25,daylight,rainy,True,True,afternoon,True,False,1,0.18
highway,3,0.1,35,night,rainy,True,True,afternoon,False,False,1,0.35
highway,4,0.05,25,daylight,rainy,True,True,evening,True,True,5,0.14
rural,4,0.86,35,dim,clear,True,False,afternoon,True,False,2,0.28
urban,1,0.05,70,dim,foggy,True,False,afternoon,False,False,0,0.32
highway,4,0.09,35,night,rainy,True,True,afternoon,False,True,1,0.42
urban,4,0.24,60,dim,foggy,True,False,afternoon,True,False,2,0.39
highway,4,0.89,25,dim,foggy,True,True,afternoon,False,True,2,0.35
highway,4,0.33,25,night,clear,True,True,evening,True,True,0,0.22
highway,4,0.19,35,dim,clear,True,True,morning,False,False,3,0.19
highway,2,0.72,60,dim,rainy,False,True,evening,False,False,2,0.57
highway,1,0.32,60,night,foggy,False,True,morning,True,False,0,0.63
urban,3,0.33,35,night,clear,False,False,afternoon,False,False,0,0.39
highway,4,0.74,45,night,foggy,True,False,evening,True,True,1,0.46
urban,2,0.25,70,daylight,foggy,True,True,afternoon,True,False,1,0.33
rural,3,0.9,35,night,rainy,False,False,evening,True,False,0,0.57
highway,2,0.56,60,dim,foggy,True,False,evening,True,True,1,0.49
urban,4,0.54,70,night,clear,True,False,afternoon,True,True,2,0.59
rural,4,0.26,35,daylight,rainy,False,True,afternoon,False,True,1,0.2
rural,4,0.84,70,dim,rainy,True,True,morning,True,False,4,0.63
rural,4,0.57,45,daylight,rainy,False,True,afternoon,True,False,2,0.32
urban,3,0.16,60,dim,clear,False,False,morning,False,False,1,0.23
highway,3,0.21,45,night,rainy,True,False,afternoon,False,False,3,0.45
highway,2,0.47,45,daylight,foggy,True,True,morning,False,True,1,0.16
urban,1,0.78,60,night,rainy,True,False,evening,True,False,1,0.78
highway,4,0.94,45,dim,clear,False,False,evening,False,True,0,0.22
urban,2,0.66,35,night,clear,True,True,afternoon,False,False,0,0.4
highway,2,0.51,35,night,rainy,True,False,evening,True,False,3,0.52
rural,2,0.25,70,dim,foggy,True,False,afternoon,True,False,0,0.33
highway,4,0.67,35,daylight,clear,False,False,afternoon,False,True,0,0.23
urban,4,0.98,35,dim,clear,True,True,afternoon,False,True,1,0.33
urban,2,0.48,70,dim,clear,True,True,morning,False,False,4,0.4
rural,4,0.16,25,night,rainy,False,False,morning,False,False,1,0.44
urban,2,0.1,60,dim,clear,True,False,afternoon,True,True,1,0.17
highway,3,0.27,35,daylight,clear,True,False,evening,False,True,1,0.0
highway,4,0.57,70,dim,clear,False,False,evening,False,False,1,0.29
rural,3,0.95,45,dim,rainy,True,False,evening,True,False,8,0.52
urban,1,0.3,45,night,clear,True,False,morning,True,False,2,0.21
rural,4,0.31,35,daylight,clear,True,False,morning,False,False,1,0.17
highway,1,0.48,60,night,rainy,False,False,morning,False,False,1,0.67
rural,2,0.92,70,night,rainy,False,True,evening,False,False,3,1.0
urban,4,0.42,70,daylight,foggy,False,True,evening,True,False,2,0.43
rural,4,0.22,70,daylight,clear,False,False,evening,True,False,0,0.21
urban,4,0.16,70,dim,rainy,True,False,evening,False,False,2,0.35
urban,1,0.46,70,daylight,foggy,False,False,morning,True,True,0,0.47
highway,1,0.8,60,night,clear,True,True,afternoon,False,True,4,0.76
highway,2,0.29,70,daylight,rainy,True,False,evening,False,True,2,0.48
highway,3,0.51,60,daylight,rainy,True,False,evening,False,False,2,0.4
urban,3,0.6,60,daylight,clear,True,False,morning,True,True,2,0.45
rural,1,0.45,60,night,clear,False,True,morning,False,True,3,0.6
urban,4,0.19,45,dim,foggy,True,True,evening,True,True,1,0.24
highway,3,0.92,25,dim,clear,False,False,afternoon,True,True,1,0.35
highway,3,0.57,35,night,clear,False,False,morning,True,False,1,0.33
rural,1,0.73,45,dim,clear,False,False,morning,False,True,4,0.33
highway,2,0.64,25,dim,rainy,True,True,morning,True,True,3,0.39
highway,1,1.0,45,night,foggy,False,True,morning,False,False,0,0.59
highway,1,0.46,60,night,foggy,True,False,evening,True,True,0,0.57
rural,4,0.42,60,dim,foggy,True,False,evening,False,False,3,0.5
urban,1,0.36,70,daylight,rainy,False,True,evening,True,False,2,0.41
highway,4,0.36,60,dim,clear,True,True,afternoon,True,True,1,0.32
rural,2,0.28,45,daylight,rainy,False,True,morning,True,True,2,0.21
highway,4,0.98,35,night,foggy,True,False,morning,True,False,0,0.57
rural,2,0.87,60,daylight,clear,True,True,morning,False,False,0,0.5
highway,2,0.32,25,daylight,clear,True,True,evening,True,True,3,0.16
rural,2,0.31,45,daylight,foggy,True,True,morning,False,False,1,0.11
highway,1,0.1,25,night,clear,False,False,evening,True,False,0,0.09
urban,4,0.88,70,dim,rainy,False,False,evening,False,False,1,0.49
highway,3,0.37,70,dim,foggy,False,False,afternoon,False,False,0,0.38
rural,1,0.57,35,daylight,rainy,True,True,morning,True,True,1,0.27
highway,2,0.9,45,dim,clear,True,True,evening,True,True,2,0.37
urban,3,0.41,35,night,foggy,True,False,morning,True,True,1,0.38
highway,1,0.81,25,night,clear,False,True,evening,False,False,0,0.49
rural,3,0.43,35,night,foggy,False,False,evening,False,True,4,0.48
rural,2,0.7,25,night,foggy,False,True,evening,True,True,5,0.64
urban,3,0.43,35,dim,foggy,False,False,evening,True,True,1,0.21
rural,3,0.39,70,daylight,foggy,False,False,afternoon,False,True,1,0.49
highway,2,0.99,45,daylight,foggy,True,False,morning,False,False,1,0.48
highway,3,0.61,35,daylight,clear,False,True,morning,True,True,1,0.28
highway,1,0.37,25,night,foggy,True,False,evening,True,False,3,0.5
rural,3,0.26,45,dim,rainy,False,False,morning,True,False,0,0.2
highway,4,0.04,70,dim,foggy,True,True,morning,False,True,3,0.41
highway,1,0.71,70,dim,rainy,True,True,morning,False,False,1,0.54
highway,3,0.37,60,dim,clear,False,True,afternoon,False,False,2,0.36
urban,4,0.82,45,dim,foggy,True,True,evening,True,True,1,0.35
rural,4,0.36,35,dim,foggy,True,False,afternoon,False,True,3,0.33
rural,4,0.37,70,daylight,rainy,True,False,morning,True,False,1,0.52
rural,3,0.78,35,night,foggy,True,False,morning,True,True,2,0.61
urban,2,0.49,35,daylight,clear,True,True,afternoon,True,False,0,0.09
rural,4,0.88,25,dim,clear,True,False,evening,True,True,5,0.36
urban,2,0.59,35,night,foggy,True,True,morning,False,False,3,0.53
urban,1,0.24,60,night,rainy,True,False,afternoon,False,True,3,0.72
rural,2,0.57,45,night,clear,True,True,afternoon,True,True,1,0.3
highway,2,0.0,45,night,foggy,False,True,evening,False,False,0,0.36
highway,2,0.31,25,dim,rainy,False,True,afternoon,False,True,2,0.14
rural,2,0.21,60,dim,rainy,True,True,afternoon,True,True,1,0.3
rural,2,0.65,60,night,clear,False,True,afternoon,False,True,1,0.52
urban,1,0.14,45,dim,foggy,True,False,morning,False,True,1,0.04
rural,1,0.29,60,night,clear,False,True,morning,False,True,1,0.48
urban,2,0.33,70,dim,rainy,False,True,evening,True,False,2,0.39
rural,2,0.0,35,night,clear,False,False,afternoon,True,False,1,0.14
highway,4,0.05,35,dim,foggy,False,True,afternoon,False,True,1,0.05
highway,1,0.31,45,daylight,clear,False,False,morning,True,False,2,0.15
rural,3,0.22,45,daylight,rainy,True,False,morning,False,True,1,0.19
urban,1,0.12,60,dim,clear,True,True,morning,True,False,1,0.26
highway,3,0.15,25,dim,rainy,True,False,evening,False,True,2,0.11
urban,4,0.84,45,daylight,rainy,True,True,morning,True,True,3,0.41
rural,2,0.68,45,dim,rainy,True,True,afternoon,False,True,2,0.21
rural,4,0.48,45,night,clear,True,True,afternoon,True,False,0,0.4
highway,2,0.91,60,dim,foggy,False,False,afternoon,True,False,2,0.64
rural,1,0.03,70,dim,rainy,True,True,evening,True,False,1,0.34
highway,2,0.34,45,daylight,clear,True,False,afternoon,False,True,1,0.09
urban,3,0.82,70,daylight,rainy,False,True,afternoon,False,True,0,0.52
highway,3,0.63,60,dim,clear,False,True,afternoon,True,True,2,0.43
highway,4,0.98,25,night,rainy,False,True,morning,False,True,1,0.66
urban,1,0.94,35,dim,clear,False,True,afternoon,False,False,5,0.42
highway,3,0.17,35,night,rainy,True,False,morning,True,True,1,0.33
highway,4,0.97,35,night,rainy,True,True,morning,False,False,1,0.65
rural,1,0.95,35,dim,rainy,False,True,evening,True,True,3,0.53
urban,1,0.37,60,night,foggy,True,True,evening,False,False,1,0.65
highway,4,0.98,35,daylight,clear,True,True,afternoon,False,True,3,0.33
urban,3,0.04,60,night,foggy,True,True,evening,True,True,3,0.54
urban,3,0.66,25,night,clear,False,True,morning,False,True,0,0.37
highway,4,0.27,45,night,rainy,False,False,morning,True,False,1,0.46
rural,3,0.13,45,daylight,clear,False,False,afternoon,False,True,2,0.05
urban,4,0.58,45,daylight,clear,True,False,afternoon,False,True,1,0.1
highway,3,0.31,60,dim,rainy,False,True,afternoon,False,True,1,0.38
urban,3,0.67,60,night,rainy,False,True,morning,False,True,0,0.68
rural,4,0.54,60,daylight,rainy,False,True,morning,True,True,3,0.64
rural,4,0.39,25,night,clear,True,False,afternoon,True,True,2,0.32
rural,3,0.18,70,night,rainy,False,False,afternoon,False,False,1,0.56
highway,4,0.6,60,dim,rainy,False,True,morning,False,False,0,0.62
highway,3,0.83,60,night,clear,True,False,evening,True,False,0,0.63
rural,2,0.6,45,daylight,foggy,True,False,morning,False,True,1,0.35
highway,1,0.61,35,dim,clear,True,True,evening,True,True,1,0.12
rural,1,0.51,35,dim,clear,True,True,afternoon,True,False,3,0.26
highway,3,0.39,25,night,clear,True,False,morning,False,True,2,0.28
rural,1,0.46,35,night,rainy,False,False,afternoon,True,False,3,0.58
urban,3,0.99,70,daylight,clear,False,True,afternoon,False,False,1,0.47
rural,4,0.75,45,night,foggy,False,False,afternoon,True,False,2,0.59
rural,2,0.43,25,daylight,clear,True,False,morning,False,False,1,0.21
highway,1,0.46,35,night,clear,True,True,morning,False,True,1,0.31
highway,1,0.5,35,daylight,rainy,True,True,evening,True,False,5,0.37
highway,4,0.66,45,night,rainy,True,False,morning,True,True,2,0.5
highway,2,0.47,25,dim,foggy,True,False,evening,True,False,3,0.24
highway,2,0.69,45,daylight,clear,False,True,evening,True,False,0,0.17
highway,2,0.33,25,dim,clear,False,True,morning,False,True,1,0.08
urban,4,0.41,35,dim,clear,False,True,morning,False,True,4,0.2
rural,1,0.86,45,dim,clear,True,False,afternoon,True,True,1,0.16
rural,1,0.33,45,dim,clear,False,False,afternoon,True,True,4,0.22
rural,2,0.96,70,daylight,clear,True,True,morning,False,False,2,0.44
urban,4,0.17,45,night,rainy,True,False,evening,False,True,0,0.28
rural,4,0.24,25,dim,foggy,False,False,morning,True,True,2,0.1
urban,4,0.46,70,night,clear,True,True,afternoon,False,True,1,0.53
urban,2,0.8,45,daylight,clear,False,False,evening,True,False,0,0.17
urban,4,0.73,45,night,rainy,True,False,afternoon,False,True,2,0.53
rural,2,0.17,70,daylight,clear,True,False,morning,False,False,1,0.31
urban,2,0.24,35,night,rainy,False,False,morning,False,True,1,0.32
rural,2,0.58,45,daylight,foggy,True,True,morning,False,True,0,0.29
rural,3,0.3,60,daylight,clear,False,False,afternoon,False,True,2,0.34
highway,2,0.42,35,night,foggy,False,True,morning,False,False,2,0.36
highway,4,0.49,45,dim,clear,False,False,morning,False,False,5,0.28
urban,3,0.59,35,dim,foggy,False,False,morning,True,True,2,0.34
urban,1,0.25,25,night,foggy,False,True,afternoon,False,True,2,0.41
rural,1,0.16,35,dim,clear,False,False,afternoon,False,True,1,0.05
urban,4,0.4,70,dim,foggy,False,False,morning,True,False,3,0.62
urban,4,0.08,45,daylight,rainy,False,False,afternoon,True,False,1,0.12
rural,4,0.53,35,night,rainy,False,False,evening,True,True,0,0.41
urban,4,0.84,60,dim,foggy,True,False,evening,False,False,1,0.47
urban,3,0.12,25,dim,foggy,True,False,evening,True,True,1,0.17
rural,4,0.11,25,dim,rainy,True,False,evening,False,False,2,0.1
rural,2,0.08,35,night,clear,False,True,morning,True,False,0,0.19
highway,1,0.85,70,dim,rainy,True,True,evening,True,False,0,0.52
rural,4,0.08,25,dim,foggy,True,True,morning,False,False,4,0.24
highway,2,0.98,35,dim,rainy,True,False,morning,True,False,3,0.47
urban,4,0.36,35,daylight,clear,False,True,afternoon,False,True,1,0.04
rural,2,0.33,25,night,rainy,True,False,evening,False,True,2,0.47
rural,3,0.09,35,dim,clear,False,False,morning,False,False,1,0.0
rural,1,0.59,35,daylight,foggy,True,True,afternoon,False,False,2,0.28
urban,1,0.59,60,night,rainy,False,False,morning,False,True,0,0.68
highway,3,0.49,35,daylight,rainy,False,True,morning,True,True,1,0.25
urban,2,0.31,35,daylight,clear,True,True,afternoon,True,False,0,0.15
urban,4,0.37,70,night,rainy,False,True,morning,True,False,2,0.64
rural,2,0.32,25,dim,rainy,False,True,afternoon,True,False,2,0.16
highway,1,0.43,70,dim,clear,True,False,evening,True,True,0,0.32
urban,3,0.34,45,daylight,rainy,True,True,morning,False,True,2,0.19
rural,3,0.68,70,night,clear,False,True,morning,False,False,4,0.73
urban,2,0.3,45,night,foggy,False,False,evening,False,False,1,0.38
urban,2,0.35,45,dim,rainy,True,True,morning,False,False,0,0.2
rural,3,0.44,70,daylight,clear,False,False,afternoon,False,False,1,0.32
rural,1,0.0,60,dim,clear,True,True,afternoon,True,False,2,0.15
highway,4,0.49,70,night,rainy,False,True,afternoon,False,False,2,0.64
urban,4,0.26,25,night,clear,False,False,morning,False,False,1,0.28
rural,2,0.06,70,dim,foggy,True,True,evening,False,True,1,0.37
rural,3,0.91,60,dim,foggy,True,True,morning,False,True,1,0.58
highway,3,0.32,70,night,rainy,False,False,evening,True,False,4,0.73
highway,3,0.43,60,daylight,foggy,False,True,evening,True,False,1,0.45
rural,1,0.83,25,night,rainy,True,True,morning,True,False,1,0.62
highway,2,0.17,35,daylight,rainy,False,False,evening,False,True,1,0.16
rural,2,0.85,60,dim,clear,True,True,morning,True,False,3,0.56
urban,2,0.24,60,dim,clear,True,False,morning,False,True,0,0.29
highway,1,0.59,60,daylight,clear,True,False,morning,False,False,0,0.36
urban,2,0.69,25,night,clear,True,True,morning,True,True,0,0.46
urban,4,0.91,45,night,rainy,True,False,afternoon,False,False,1,0.53
urban,2,0.61,60,daylight,clear,True,True,morning,False,True,1,0.45
rural,2,0.45,25,daylight,clear,False,False,afternoon,True,False,0,0.14
urban,2,0.57,35,daylight,foggy,True,True,morning,True,True,0,0.27
urban,1,0.2,60,daylight,rainy,False,True,evening,True,True,2,0.32
urban,4,0.69,45,night,foggy,False,False,afternoon,True,False,0,0.51
rural,4,0.19,25,dim,foggy,True,False,morning,True,False,1,0.17
urban,3,0.56,35,night,foggy,True,True,morning,True,False,1,0.45
urban,3,0.65,45,daylight,clear,False,True,evening,True,True,3,0.23
highway,4,0.9,35,night,rainy,False,True,evening,True,True,2,0.56
rural,2,0.45,45,daylight,foggy,True,True,morning,False,True,2,0.2
urban,2,0.78,70,daylight,foggy,False,False,evening,False,False,3,0.6
highway,2,0.17,70,daylight,rainy,False,False,evening,True,False,0,0.37
rural,1,0.16,70,daylight,clear,True,True,afternoon,True,True,3,0.41
rural,2,0.52,35,night,foggy,True,True,evening,False,True,0,0.47
rural,1,0.6,70,daylight,rainy,False,True,evening,True,False,3,0.56
rural,4,0.63,25,night,clear,False,False,afternoon,True,True,2,0.52
rural,2,0.75,25,night,clear,True,True,morning,False,False,1,0.46
rural,2,0.29,70,dim,clear,True,True,afternoon,True,True,0,0.42
urban,3,0.62,45,night,clear,True,False,evening,False,True,2,0.4
urban,4,0.19,45,dim,clear,False,True,afternoon,False,False,2,0.02
urban,2,0.22,35,dim,rainy,False,True,evening,False,False,6,0.37
urban,1,0.07,45,dim,clear,True,False,afternoon,False,True,0,0.1
highway,4,0.75,60,night,foggy,False,True,afternoon,True,True,1,0.84
urban,3,0.51,45,dim,rainy,False,True,morning,False,True,0,0.31
rural,4,0.24,25,daylight,foggy,False,False,evening,True,True,1,0.15
urban,1,0.56,45,night,foggy,True,True,afternoon,True,True,3,0.49
urban,3,0.35,35,daylight,clear,False,False,afternoon,False,False,4,0.19
rural,1,0.84,45,night,clear,True,False,evening,True,True,0,0.45
urban,4,0.53,35,dim,rainy,False,False,afternoon,False,True,2,0.21
urban,3,0.03,60,dim,rainy,True,True,morning,False,True,0,0.24
urban,1,0.99,70,night,foggy,True,False,evening,False,False,1,0.76
highway,4,0.07,60,dim,clear,True,False,morning,True,True,1,0.23
urban,1,0.7,25,daylight,clear,False,True,evening,False,False,2,0.19
rural,2,0.44,60,daylight,foggy,True,True,morning,False,True,0,0.44
rural,4,0.25,60,dim,clear,False,True,evening,True,False,1,0.35
urban,3,0.68,25,night,rainy,False,False,afternoon,False,False,3,0.61
urban,3,0.13,25,night,foggy,False,True,evening,False,False,2,0.4
urban,2,0.86,70,daylight,clear,False,True,afternoon,True,True,1,0.4
rural,1,0.25,70,dim,foggy,False,False,morning,True,False,1,0.34
rural,1,0.36,45,dim,clear,True,False,afternoon,False,False,1,0.1
highway,3,0.63,35,daylight,clear,True,False,morning,True,False,1,0.12
highway,1,0.0,25,night,clear,False,True,afternoon,False,True,1,0.15
highway,4,0.47,60,dim,rainy,True,False,morning,True,False,1,0.46
rural,4,0.89,60,night,foggy,False,True,evening,False,True,4,0.92
highway,3,0.68,70,night,rainy,True,False,evening,True,True,1,0.66
urban,4,0.39,35,daylight,rainy,False,True,afternoon,False,False,3,0.32
urban,3,0.66,25,night,foggy,True,False,evening,True,True,0,0.49
rural,1,0.94,70,daylight,foggy,False,False,afternoon,True,False,1,0.61
highway,1,0.19,35,dim,clear,False,True,morning,False,False,3,0.14
urban,1,0.53,25,night,clear,True,False,morning,False,True,0,0.35
rural,2,0.23,60,daylight,foggy,False,False,evening,False,True,0,0.39
highway,3,0.85,60,daylight,clear,True,False,evening,False,True,2,0.36
urban,4,0.72,70,night,clear,True,False,afternoon,True,True,1,0.68
highway,1,0.8,35,daylight,foggy,True,False,afternoon,False,True,4,0.45
rural,2,0.94,60,dim,rainy,True,True,morning,True,True,4,0.63
highway,4,0.23,35,night,foggy,False,False,morning,True,False,1,0.35
rural,4,0.05,70,dim,foggy,False,False,afternoon,True,True,2,0.37
highway,4,0.29,45,daylight,rainy,False,False,evening,False,True,1,0.06
urban,1,0.4,35,dim,clear,False,False,evening,False,True,1,0.13
rural,4,0.63,35,daylight,rainy,False,True,afternoon,False,False,4,0.41
rural,3,0.8,70,daylight,rainy,True,True,afternoon,False,False,3,0.73
rural,2,0.35,45,dim,foggy,True,True,evening,True,True,2,0.13
highway,4,0.47,60,night,clear,False,True,evening,False,True,2,0.54
highway,4,0.79,25,night,clear,False,True,evening,True,False,0,0.43
urban,3,0.23,70,night,rainy,True,True,evening,True,False,2,0.7
rural,4,0.22,25,dim,foggy,False,False,afternoon,True,False,3,0.31
rural,1,0.59,45,dim,rainy,False,False,morning,True,False,1,0.35
highway,1,0.44,45,dim,clear,True,False,evening,True,False,2,0.18
highway,1,0.95,35,dim,clear,False,False,morning,True,False,1,0.21
urban,4,0.36,25,night,foggy,True,True,morning,False,False,3,0.54
urban,2,0.76,25,night,foggy,True,True,evening,True,False,0,0.59
highway,2,0.58,45,daylight,rainy,True,True,afternoon,True,False,0,0.38
rural,4,0.05,25,dim,foggy,False,True,morning,False,False,0,0.11
urban,2,0.08,60,night,rainy,False,True,morning,True,True,0,0.42
highway,2,0.2,45,night,foggy,False,True,afternoon,True,False,2,0.34
highway,4,0.14,35,night,rainy,False,True,evening,False,False,0,0.33
rural,1,0.33,35,night,clear,True,False,evening,True,True,0,0.3
highway,4,0.58,35,night,clear,False,True,afternoon,False,True,1,0.51
highway,1,0.6,25,night,clear,False,True,afternoon,False,True,1,0.38
urban,1,0.59,45,dim,clear,False,False,morning,True,True,2,0.16
highway,2,0.12,35,daylight,clear,True,True,evening,False,False,1,0.01
highway,2,0.6,45,daylight,clear,True,False,evening,False,False,1,0.19
urban,1,0.41,25,dim,foggy,True,True,afternoon,True,True,0,0.19
rural,1,0.9,60,night,foggy,True,False,afternoon,False,False,0,0.7
rural,2,0.91,60,dim,foggy,False,False,evening,False,True,2,0.57
urban,3,0.77,60,night,rainy,True,True,evening,True,True,3,0.86
urban,1,0.7,25,night,foggy,True,False,evening,False,False,0,0.45
rural,1,0.11,35,night,foggy,False,False,morning,True,False,0,0.33
rural,1,0.08,25,night,rainy,True,False,morning,True,True,0,0.4
rural,2,0.84,45,night,rainy,True,False,morning,True,False,3,0.56
rural,4,0.43,60,dim,clear,False,True,evening,True,False,0,0.31
rural,1,0.45,45,dim,foggy,True,False,evening,False,False,0,0.28
urban,1,0.85,25,daylight,foggy,False,False,evening,True,True,3,0.44
highway,1,0.62,70,night,rainy,True,True,evening,True,False,0,0.69
rural,4,0.18,70,dim,clear,False,True,evening,False,True,1,0.28
rural,4,0.21,25,dim,foggy,False,False,afternoon,True,False,2,0.08
highway,1,0.01,35,night,rainy,False,False,morning,True,False,1,0.24
highway,1,0.71,45,night,rainy,True,True,evening,True,True,2,0.54
highway,3,0.49,25,dim,foggy,False,True,afternoon,True,True,2,0.28
highway,4,0.95,25,night,rainy,False,False,morning,True,True,4,0.65
highway,3,0.71,70,dim,rainy,True,True,afternoon,True,True,0,0.6
highway,1,0.1,60,daylight,foggy,False,False,evening,True,False,1,0.34
urban,1,0.16,60,night,clear,False,False,afternoon,True,False,1,0.41
highway,1,0.5,35,daylight,foggy,False,True,afternoon,False,False,3,0.39
highway,1,0.92,35,daylight,clear,False,False,afternoon,False,True,0,0.28
urban,2,0.25,35,daylight,rainy,True,True,morning,True,False,1,0.13
highway,2,0.83,70,night,foggy,False,True,afternoon,False,False,3,0.76
rural,2,0.31,25,daylight,foggy,False,True,morning,True,False,0,0.18
rural,3,0.27,35,dim,clear,False,True,evening,False,True,2,0.03
highway,4,0.9,70,dim,rainy,True,False,evening,False,True,0,0.58
urban,1,0.05,45,night,foggy,True,False,morning,False,True,2,0.35
rural,4,0.66,25,night,foggy,False,False,evening,True,True,2,0.39
urban,2,0.04,45,daylight,rainy,False,False,morning,True,False,1,0.1
rural,1,0.8,60,night,clear,True,False,morning,False,True,3,0.85
highway,1,0.83,60,dim,foggy,False,True,afternoon,True,False,1,0.56
urban,3,0.89,25,dim,rainy,True,False,morning,True,True,2,0.35
urban,4,0.19,35,dim,foggy,False,False,evening,False,False,2,0.17
urban,3,0.12,25,night,foggy,True,True,morning,False,True,2,0.38
rural,2,0.5,35,dim,foggy,False,True,morning,True,True,1,0.26
rural,4,0.27,60,night,clear,False,True,morning,False,False,1,0.4
rural,2,0.61,25,daylight,rainy,True,True,afternoon,True,True,1,0.26
highway,3,0.51,25,dim,foggy,False,False,morning,True,True,2,0.22
rural,3,0.14,35,daylight,foggy,True,True,evening,True,False,1,0.16
highway,1,0.74,60,dim,foggy,False,False,afternoon,True,True,4,0.62
urban,4,0.8,60,dim,clear,False,True,evening,True,True,3,0.58
urban,4,0.96,35,dim,foggy,True,True,afternoon,False,False,2,0.33
highway,1,0.4,35,daylight,rainy,True,True,afternoon,False,True,2,0.29
rural,4,0.34,35,dim,clear,True,False,evening,False,False,1,0.19
highway,2,0.19,60,daylight,rainy,False,False,evening,False,True,3,0.37
urban,2,0.18,60,night,foggy,False,False,afternoon,False,True,1,0.6
urban,3,0.32,25,dim,foggy,False,True,afternoon,False,True,1,0.17
highway,2,0.98,60,dim,clear,False,False,evening,False,False,4,0.59
rural,4,0.09,45,daylight,foggy,False,True,afternoon,True,True,1,0.11
rural,1,0.26,45,dim,rainy,False,False,afternoon,True,False,5,0.34
highway,3,0.09,35,night,rainy,True,True,afternoon,False,False,1,0.32
highway,1,0.27,35,dim,rainy,False,False,afternoon,True,False,0,0.12
rural,3,0.09,35,night,foggy,True,False,afternoon,False,True,2,0.32
urban,3,0.51,25,night,foggy,False,True,morning,True,True,0,0.34
highway,1,0.44,45,dim,clear,True,True,morning,True,True,2,0.05
rural,2,0.17,45,dim,clear,True,False,afternoon,True,True,0,0.09
rural,2,0.17,60,night,rainy,False,False,morning,True,False,2,0.55
urban,2,0.63,45,night,rainy,True,False,afternoon,False,False,1,0.45
urban,2,0.39,60,night,clear,False,True,afternoon,False,True,1,0.53
urban,1,0.06,25,dim,clear,True,True,afternoon,False,False,2,0.0
urban,4,0.92,35,daylight,rainy,True,False,morning,False,False,0,0.26
urban,3,0.4,35,dim,clear,True,False,afternoon,True,True,0,0.12
highway,1,0.59,60,daylight,foggy,True,False,morning,False,True,1,0.54
rural,2,0.89,70,daylight,foggy,True,True,afternoon,True,False,1,0.51
highway,2,0.4,60,dim,clear,True,True,morning,True,True,3,0.41
highway,1,0.82,25,daylight,clear,True,True,morning,False,True,0,0.28
highway,3,0.91,45,night,foggy,False,True,evening,True,False,1,0.61
highway,1,0.17,60,dim,foggy,False,True,afternoon,False,False,2,0.38
highway,1,0.89,25,daylight,rainy,False,True,morning,False,False,2,0.31
urban,4,0.12,35,night,clear,False,True,evening,False,True,1,0.24
urban,1,0.28,70,daylight,foggy,True,True,afternoon,False,False,3,0.44
rural,4,0.81,70,daylight,clear,True,False,morning,False,False,2,0.39
highway,3,0.9,60,night,foggy,False,False,evening,True,True,3,0.88
rural,1,0.68,45,night,foggy,False,True,evening,False,True,1,0.47
urban,1,0.1,60,dim,clear,True,True,evening,False,False,2,0.24
urban,2,0.52,70,daylight,rainy,False,True,morning,False,False,2,0.44
urban,1,0.57,70,dim,foggy,True,True,afternoon,True,True,0,0.49
highway,2,0.28,35,dim,clear,False,False,afternoon,False,True,4,0.24
highway,2,0.99,45,daylight,foggy,True,False,evening,False,False,3,0.49
urban,2,0.34,45,daylight,clear,False,False,afternoon,True,False,1,0.06
rural,3,0.21,70,dim,clear,False,False,evening,True,True,2,0.31
rural,4,0.11,70,night,foggy,False,False,morning,True,False,2,0.57
urban,2,0.38,60,dim,rainy,True,True,morning,True,True,2,0.44
rural,1,0.69,60,daylight,foggy,False,True,afternoon,True,False,1,0.5
urban,1,0.23,35,night,foggy,False,True,evening,True,False,1,0.31
rural,2,0.77,70,dim,rainy,True,True,morning,False,False,0,0.56
urban,2,0.14,60,daylight,rainy,True,False,afternoon,True,True,0,0.34
rural,1,0.44,35,night,clear,False,False,evening,False,True,0,0.31
highway,2,0.7,45,night,clear,True,False,morning,False,False,0,0.41
urban,4,0.14,70,night,rainy,True,True,afternoon,True,True,1,0.52
urban,4,0.6,25,daylight,rainy,True,False,evening,True,True,1,0.32
rural,3,0.8,70,dim,foggy,False,True,evening,True,False,0,0.55
urban,2,0.6,60,daylight,rainy,True,False,morning,False,False,1,0.56
urban,3,0.51,70,daylight,foggy,False,False,afternoon,False,True,1,0.52
urban,3,0.84,25,night,foggy,True,False,afternoon,False,False,2,0.52
highway,3,0.99,70,dim,foggy,False,True,evening,False,False,1,0.53
highway,2,0.18,60,night,rainy,True,False,morning,False,True,2,0.58
rural,3,0.69,45,daylight,rainy,True,True,morning,True,False,2,0.31
highway,4,0.08,60,night,foggy,False,True,afternoon,True,True,0,0.58
rural,3,0.04,35,daylight,rainy,False,True,evening,False,True,0,0.08
highway,4,0.28,60,daylight,clear,False,False,afternoon,True,False,2,0.23
rural,4,0.97,35,daylight,clear,False,False,afternoon,True,False,0,0.31
highway,2,0.55,70,night,foggy,False,False,evening,False,True,1,0.74
highway,3,0.27,35,dim,rainy,False,False,morning,True,True,2,0.14
rural,2,0.13,70,night,clear,False,True,afternoon,False,True,0,0.43
urban,4,0.92,35,daylight,foggy,False,False,evening,False,False,3,0.53
urban,1,0.36,60,night,clear,True,True,morning,True,True,2,0.53
highway,3,0.31,25,daylight,foggy,False,True,evening,False,False,0,0.17
